query,page,clicks_28d,impressions_28d,ctr_28d,position_28d,topic,topic_group,language,intent,is_brand,is_local,is_commercial_modifier,position_bucket,clicks_90d,impressions_90d,ctr_90d,position_90d,clicks_prev28,impressions_prev28,position_prev28,page_locale,page_type,language_mismatch
что такое лиды в смм,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,8,0.0,28.625,leads_automation,services_bots,ru,informational,False,False,False,21-50,0,8,0.0,28.625,,,,ru,blog,False
chatgpt kirish login,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,7,0.0,9.142857142857142,chatgpt_login,chatgpt_product,uz,navigational,False,False,False,4-10,0,7,0.0,9.142857142857142,,,,uz,landing,False
gpt для учебы,https://gptbot.uz/ru/gpt-dlya-ucheby/,0,7,0.0,20.285714285714285,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,21-50,0,11,0.0,26.818181818181817,0.0,4.0,38.25,ru,landing,False
sayt yaratish,https://gptbot.uz/uz/sayt-yaratish/,0,7,0.0,37.71428571428572,webdev,services_web,neutral,commercial,False,False,True,21-50,0,11,0.0,52.18181818181818,0.0,4.0,77.5,uz,landing,False
seo продвижение цена,https://gptbot.uz/ru/blog/skolko-stoit-seo-prodvizhenie-uzbekistan-2026/,0,7,0.0,12.428571428571429,seo,services_web,ru,commercial,False,False,True,11-20,0,7,0.0,12.428571428571429,,,,ru,blog,False
smm nima,https://gptbot.uz/uz/blog/smm-nima/,0,7,0.0,41.0,smm,services_marketing,uz,informational,False,False,False,21-50,0,7,0.0,41.0,,,,uz,blog,False
telegram asd,https://gptbot.uz/ru/telegram-ads-uzbekistan/,0,7,0.0,3.0,telegram_bots,services_bots,neutral,commercial_investigation,False,False,False,1-3,0,7,0.0,3.0,,,,ru,landing,False
автоматизация продаж,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,0,7,0.0,16.857142857142858,leads_automation,services_bots,ru,commercial_investigation,False,False,False,11-20,0,9,0.0,17.22222222222222,0.0,2.0,18.5,ru,landing,False
жажи пити узбекча,https://gptbot.uz/ru/gpt-chat/,0,7,0.0,4.714285714285714,other,other,uz,unknown,False,False,False,4-10,0,7,0.0,4.714285714285714,,,,ru,landing,True
лид что это такое в продажах,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,7,0.0,44.42857142857143,leads_automation,services_bots,ru,informational,False,False,False,21-50,0,7,0.0,44.42857142857143,,,,ru,blog,False
маркетинг кит компании,https://gptbot.uz/ru/blog/chto-takoe-marketing-kit/,0,7,0.0,28.571428571428573,digital_marketing,services_marketing,ru,commercial,False,False,True,21-50,0,7,0.0,28.571428571428573,,,,ru,blog,False
сколько стоит лиды для салона красоты,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,7,0.0,26.428571428571427,leads_automation,services_bots,ru,commercial,False,False,True,21-50,0,7,0.0,26.428571428571427,,,,ru,blog,False
словарь маркетинговых терминов,https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,0,7,0.0,18.571428571428573,digital_marketing,services_marketing,ru,commercial_investigation,False,False,False,11-20,0,12,0.0,20.83333333333333,0.0,5.0,24.0,ru,blog,False
смм продвижение цена,https://gptbot.uz/ru/smm-prodvizhenie-tashkent/,0,7,0.0,22.428571428571427,smm,services_marketing,ru,commercial,False,False,True,21-50,0,7,0.0,22.428571428571427,,,,ru,landing,False
создание сайта для бизнеса,https://gptbot.uz/ru/sozdanie-sayta-dlya-biznesa/,0,7,0.0,25.428571428571427,webdev,services_web,ru,commercial,False,False,True,21-50,0,10,0.0,24.6,0.0,3.0,22.666666666666668,ru,landing,False
что такое seo продвижение сайта,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,7,0.0,61.285714285714285,seo,services_web,ru,informational,False,False,False,51+,0,10,0.0,63.3,0.0,3.0,68.0,ru,blog,False
что такое лид в продажах простыми словами,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,7,0.0,28.571428571428573,leads_automation,services_bots,ru,informational,False,False,False,21-50,0,7,0.0,28.571428571428573,,,,ru,blog,False
что такое смм продвижение сайта,https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,0,7,0.0,26.0,smm,services_marketing,ru,informational,False,False,False,21-50,0,10,0.0,25.3,0.0,3.0,23.666666666666668,ru,blog,False
chap dpt,https://gptbot.uz/ru/gpt-chat/,0,6,0.0,8.0,other,other,neutral,unknown,False,False,False,4-10,0,6,0.0,8.0,,,,ru,landing,False
chatga bitta,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,6,0.0,3.5,other,other,neutral,unknown,False,False,False,4-10,0,6,0.0,3.5,,,,uz,landing,False
chatgpt onlayn,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,6,0.0,4.833333333333334,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,6,0.0,4.833333333333334,,,,uz,landing,False
chatgpt.uz,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,6,0.0,6.333333333333333,chatgpt_online,chatgpt_product,neutral,transactional,False,True,False,4-10,0,6,0.0,6.333333333333333,,,,uz,landing,False
gpt bot,https://gptbot.uz/,0,6,0.0,1.6666666666666663,brand,brand,en,navigational,True,False,False,1-3,0,6,0.0,1.6666666666666663,,,,root,home,False
gptbot,https://gptbot.uz/ru/,0,6,0.0,2.666666666666667,brand,brand,neutral,navigational,True,False,False,1-3,0,6,0.0,2.666666666666667,,,,ru,home,False
marketing,https://gptbot.uz/uz/blog/marketing-nima/,0,6,0.0,44.5,digital_marketing,services_marketing,neutral,commercial_investigation,False,False,False,21-50,0,6,0.0,44.5,,,,uz,blog,False
marketing nima,https://gptbot.uz/uz/blog/marketing-nima/,0,6,0.0,18.0,digital_marketing,services_marketing,uz,informational,False,False,False,11-20,0,6,0.0,18.0,,,,uz,blog,False
oddiy so'rov uzbek tilida,https://gptbot.uz/uz/gpt-uzbek-tilida-ai-chat/,0,6,0.0,10.333333333333334,other,other,uz,unknown,False,False,False,11-20,0,11,0.0,11.181818181818182,0.0,5.0,12.2,uz,landing,False
smm xizmatlari,https://gptbot.uz/uz/smm-xizmatlari/,0,6,0.0,28.83333333333333,smm,services_marketing,neutral,commercial,False,False,True,21-50,0,6,0.0,28.83333333333333,,,,uz,landing,False
telegram ads узбекистан,https://gptbot.uz/ru/telegram-ads-uzbekistan/,0,6,0.0,50.0,telegram_ads,services_marketing,ru,commercial,False,True,False,21-50,0,6,0.0,50.0,,,,ru,landing,False
uzbek chat,https://gptbot.uz/ru/gpt-chat/,0,6,0.0,7.333333333333333,other,other,uz,unknown,False,False,False,4-10,0,6,0.0,7.333333333333333,,,,ru,landing,True
zayavka reklama,https://gptbot.uz/ru/internet-reklama-tashkent/,0,6,0.0,3.5,digital_marketing,services_marketing,neutral,commercial_investigation,False,False,False,4-10,0,6,0.0,3.5,,,,ru,landing,False
аи менеджер,https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,0,6,0.0,26.33333333333333,other,other,ru,unknown,False,False,False,21-50,0,10,0.0,32.0,0.0,4.0,40.5,ru,blog,False
боты для продвижения сайта,https://gptbot.uz/ru/blog/,0,6,0.0,96.83333333333331,chatbot_dev,services_bots,ru,commercial_investigation,False,False,False,51+,0,6,0.0,96.83333333333331,,,,ru,blog_index,False
біржа реклами в telegram,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,6,0.0,54.66666666666666,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,51+,0,6,0.0,54.66666666666666,,,,ru,blog,False
біржа реклами в телеграм каналах,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,6,0.0,53.5,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,51+,0,6,0.0,53.5,,,,ru,blog,False
ии на узбекском языке,https://gptbot.uz/ru/blog/ai-bot-uzbekskiy-yazyk-kak-rabotaet/,0,6,0.0,11.5,ai_general,ai_informational,ru,informational,False,False,False,11-20,0,6,0.0,11.5,,,,ru,blog,False
лид что это,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,6,0.0,28.0,leads_automation,services_bots,ru,informational,False,False,False,21-50,0,7,0.0,29.0,0.0,1.0,35.0,ru,blog,False
маркетинг киты,https://gptbot.uz/ru/blog/chto-takoe-marketing-kit/,0,6,0.0,30.0,digital_marketing,services_marketing,ru,commercial_investigation,False,False,False,21-50,0,17,0.0,34.1764705882353,0.0,11.0,36.45454545454545,ru,blog,False
маркетинговые слова,https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,0,6,0.0,24.666666666666668,digital_marketing,services_marketing,ru,commercial_investigation,False,False,False,21-50,0,6,0.0,24.666666666666668,,,,ru,blog,False
монетизация инстаграм в узбекистане,https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,0,6,0.0,6.5,instagram_bots,services_bots,ru,commercial,False,True,False,4-10,0,6,0.0,6.5,,,,ru,blog,False
поисковое продвижение сайтов это,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,6,0.0,69.5,seo,services_web,ru,informational,False,False,False,51+,0,8,0.0,70.5,0.0,2.0,73.5,ru,blog,False
продвижение сайтов,https://gptbot.uz/ru/blog/prodvizhenie-sayta-v-google-uzbekistan/,0,6,0.0,19.666666666666668,seo,services_web,ru,commercial_investigation,False,False,False,11-20,0,7,0.0,20.285714285714285,0.0,1.0,24.0,ru,blog,False
реклама у телеграм біржа,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,6,0.0,42.5,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,21-50,0,6,0.0,42.5,,,,ru,blog,False
робот для продвижения сайта,https://gptbot.uz/ru/blog/,0,6,0.0,80.0,chatbot_dev,services_bots,ru,commercial_investigation,False,False,False,51+,0,9,0.0,79.44444444444444,0.0,3.0,78.33333333333333,ru,blog_index,False
робот для продвижения сайта бесплатно,https://gptbot.uz/ru/blog/,0,6,0.0,76.66666666666667,chatbot_dev,services_bots,ru,commercial_investigation,False,False,False,51+,0,9,0.0,76.66666666666667,0.0,3.0,76.66666666666667,ru,blog_index,False
сео продвижение в поиске,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,6,0.0,26.166666666666668,seo,services_web,ru,commercial_investigation,False,False,False,21-50,0,11,0.0,48.81818181818182,0.0,5.0,76.0,ru,blog,False
сео продвижение сайтов,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,6,0.0,50.66666666666666,seo,services_web,ru,commercial_investigation,False,False,False,51+,0,13,0.0,65.84615384615384,0.0,7.0,78.85714285714286,ru,blog,False
срфепзеюсщь,https://gptbot.uz/ru/gpt-chat/,0,6,0.0,7.666666666666667,other,other,ru,unknown,False,False,False,4-10,0,6,0.0,7.666666666666667,,,,ru,landing,False
стоимость лида в маркетинге,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,6,0.0,28.666666666666668,leads_automation,services_bots,ru,commercial,False,False,True,21-50,0,6,0.0,28.666666666666668,,,,ru,blog,False
цены на seo продвижение,https://gptbot.uz/ru/blog/stoimost-seo-prodvizheniya-v-tashkente/,0,6,0.0,64.33333333333334,seo,services_web,ru,commercial,False,False,True,51+,0,7,0.0,55.85714285714285,0.0,1.0,5.0,ru,blog,False
чем ты отличаешься от чата gpt,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,6,0.0,8.0,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,4-10,0,6,0.0,8.0,,,,ru,landing,False
что означает gpt в chatgpt,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,6,0.0,8.833333333333332,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,4-10,0,6,0.0,8.833333333333332,,,,ru,landing,False
что такое smm продвижение,https://gptbot.uz/ru/blog/chto-takoe-smm-prodvizhenie/,0,6,0.0,20.33333333333333,smm,services_marketing,ru,informational,False,False,False,21-50,0,10,0.0,22.2,0.0,4.0,25.0,ru,blog,False
что такое лид в инстаграм,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,6,0.0,9.5,instagram_bots,services_bots,ru,informational,False,False,False,4-10,0,6,0.0,9.5,,,,ru,blog,False
ai боты для бизнеса,https://gptbot.uz/ru/blog/chto-takoe-ai-bot-dlya-biznesa/,0,5,0.0,97.0,chatbot_dev,services_bots,ru,commercial_investigation,False,False,False,51+,0,6,0.0,96.83333333333331,0.0,1.0,96.0,ru,blog,False
chaji piti,https://gptbot.uz/ru/gpt-chat/,0,5,0.0,8.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,5,0.0,8.0,,,,ru,landing,True
chat gpt promtlar,https://gptbot.uz/uz/blog/chatgpt-uzbek-tilida-promptlar/,0,5,0.0,2.6,chatgpt_online,chatgpt_product,en,transactional,False,False,False,1-3,0,5,0.0,2.6,,,,uz,blog,False
chat gpt расшифровка,https://gptbot.uz/ru/gpt-vs-chatgpt-sravnenie/,0,5,0.0,9.6,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,4-10,0,5,0.0,9.6,,,,ru,landing,False
chat uzbek,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,5,0.0,5.4,other,other,uz,unknown,False,False,False,4-10,0,5,0.0,5.4,,,,uz,landing,False
chatgpt ga yozish,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,5,0.0,9.4,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,5,0.0,9.4,,,,uz,blog,False
chatgpt o'rnatish,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,5,0.0,7.6,chatgpt_download,chatgpt_product,uz,navigational,False,False,False,4-10,0,5,0.0,7.6,,,,uz,landing,False
chatgpt oʻzbek tilida,https://gptbot.uz/ru/gpt-chat/,0,5,0.0,8.6,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,5,0.0,8.6,,,,ru,landing,True
chatgpt онлайн,https://gptbot.uz/ru/gpt-chat/,0,5,0.0,5.4,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,4-10,0,5,0.0,5.4,,,,ru,landing,False
chati piti online,https://gptbot.uz/ru/gpt-chat/,0,5,0.0,8.8,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,5,0.0,8.8,,,,ru,landing,True
click ochish humo,https://gptbot.uz/uz/blog/telegram-botda-payme-click-humo-tolovlarini-qabul-qilish/,0,5,0.0,8.8,telegram_bots,services_bots,uz,commercial_investigation,False,False,False,4-10,0,5,0.0,8.8,,,,uz,blog,False
gpt bot,https://gptbot.uz/uz/gpt-bot-biznes-uchun/,0,5,0.0,5.8,brand,brand,en,navigational,True,False,False,4-10,0,9,0.0,5.888888888888889,0.0,4.0,6.0,uz,landing,False
jaji piti,https://gptbot.uz/ru/gpt-chat/,0,5,0.0,4.2,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,5,0.0,4.2,,,,ru,landing,True
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/uz/biz-haqimizda/,0,5,0.0,34.8,chatbot_dev,services_bots,uz,commercial,False,True,False,21-50,0,5,0.0,34.8,,,,uz,landing,False
smm услуги,https://gptbot.uz/ru/smm-prodvizhenie-tashkent/,0,5,0.0,66.0,smm,services_marketing,ru,commercial,False,False,True,51+,0,5,0.0,66.0,,,,ru,landing,False
uzbek chat,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,5,0.0,6.4,other,other,uz,unknown,False,False,False,4-10,0,5,0.0,6.4,,,,uz,landing,False
whatsapp чат бот для бизнеса,https://gptbot.uz/ru/whatsapp-bot-dlya-biznesa/,0,5,0.0,38.2,whatsapp_bots,services_bots,ru,commercial_investigation,False,False,False,21-50,0,12,0.0,41.16666666666666,0.0,7.0,43.285714285714285,ru,landing,False
біржа реклами у телеграм каналах,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,5,0.0,47.6,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,21-50,0,5,0.0,47.6,,,,ru,blog,False
біржа реклами у телеграмі,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,5,0.0,60.8,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,51+,0,5,0.0,60.8,,,,ru,blog,False
біржі реклами у тг,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,5,0.0,52.4,digital_marketing,services_marketing,ru,commercial_investigation,False,False,False,51+,0,5,0.0,52.4,,,,ru,blog,False
біржі реклами у телеграмі,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,5,0.0,37.6,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,21-50,0,5,0.0,37.6,,,,ru,blog,False
гпт для учебы,https://gptbot.uz/ru/gpt-dlya-ucheby/,0,5,0.0,33.2,chatgpt_online,chatgpt_product,ru,transactional,False,False,False,21-50,0,8,0.0,34.375,0.0,3.0,36.333333333333336,ru,landing,False
диджитал агентство,https://gptbot.uz/ru/blog/kak-vybrat-digital-agentstvo-v-tashkente/,0,5,0.0,29.2,digital_marketing,services_marketing,ru,commercial,False,False,True,21-50,0,6,0.0,31.5,0.0,1.0,43.0,ru,blog,False
директ бот,https://gptbot.uz/ru/blog/instagram-direct-bot-kak-rabotaet/,0,5,0.0,21.2,instagram_bots,services_bots,ru,commercial_investigation,False,False,False,21-50,0,11,0.0,42.0,0.0,2.0,78.0,ru,blog,False
как работает продвижение сайта,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,5,0.0,62.6,seo,services_web,ru,informational,False,False,False,51+,0,5,0.0,62.6,,,,ru,blog,False
лид в таргете это,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,5,0.0,21.6,leads_automation,services_bots,ru,informational,False,False,False,21-50,0,7,0.0,27.0,0.0,2.0,40.5,ru,blog,False
лид это что,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,5,0.0,25.0,leads_automation,services_bots,ru,informational,False,False,False,21-50,0,5,0.0,25.0,,,,ru,blog,False
лиды в маркетинге,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,5,0.0,15.0,leads_automation,services_bots,ru,commercial_investigation,False,False,False,11-20,0,5,0.0,15.0,,,,ru,blog,False
маркетинговые лиды,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,5,0.0,36.6,leads_automation,services_bots,ru,commercial_investigation,False,False,False,21-50,0,5,0.0,36.6,,,,ru,blog,False
основные маркетинговые термины,https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,0,5,0.0,27.6,digital_marketing,services_marketing,ru,commercial_investigation,False,False,False,21-50,0,5,0.0,27.6,,,,ru,blog,False
поисковое продвижение это,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,5,0.0,69.0,seo,services_web,ru,informational,False,False,False,51+,0,5,0.0,69.0,,,,ru,blog,False
пообщаться с ии,https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,0,5,0.0,7.4,ai_general,ai_informational,ru,informational,False,False,False,4-10,0,5,0.0,7.4,,,,ru,blog,False
продвижение,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,5,0.0,45.6,seo,services_web,ru,commercial_investigation,False,False,False,21-50,0,5,0.0,45.6,,,,ru,blog,False
продвижение сайтов,https://gptbot.uz/ru/seo-prodvizhenie-saytov-tashkent/,0,5,0.0,48.2,seo,services_web,ru,commercial_investigation,False,False,False,21-50,0,10,0.0,37.5,0.0,5.0,26.8,ru,landing,False
продвижение сайтов зачем,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,5,0.0,54.0,seo,services_web,ru,informational,False,False,False,51+,0,6,0.0,55.333333333333336,0.0,1.0,62.0,ru,blog,False
продвижение сайтов это,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,5,0.0,79.6,seo,services_web,ru,informational,False,False,False,51+,0,5,0.0,79.6,,,,ru,blog,False
реклама в телеграм каналах біржа,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,5,0.0,56.8,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,51+,0,5,0.0,56.8,,,,ru,blog,False
реклама у телеграм каналах біржа,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,5,0.0,52.6,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,51+,0,5,0.0,52.6,,,,ru,blog,False
смм ташкент,https://gptbot.uz/ru/smm-prodvizhenie-tashkent/,0,5,0.0,72.6,smm,services_marketing,ru,commercial,False,True,False,51+,0,5,0.0,72.6,,,,ru,landing,False
создание телеграм ботов узбекистан,https://gptbot.uz/ru/telegram-bot-dlya-biznesa/,0,5,0.0,15.0,telegram_bots,services_bots,ru,commercial,False,True,True,11-20,0,5,0.0,15.0,,,,ru,landing,False
умный чат для сайта,https://gptbot.uz/ru/ai-chat-dlya-sayta/,0,5,0.0,47.0,webdev,services_web,ru,commercial_investigation,False,False,False,21-50,0,7,0.0,59.57142857142857,0.0,2.0,91.0,ru,landing,False
чат gpt узбек тилида,https://gptbot.uz/ru/gpt-chat/,0,5,0.0,5.4,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,5,0.0,5.4,,,,ru,landing,True
чат типити,https://gptbot.uz/ru/gpt-chat/,0,5,0.0,4.0,other,other,uz,unknown,False,False,False,4-10,0,5,0.0,4.0,,,,ru,landing,True
что такое лиды в инстаграмме,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,5,0.0,29.4,instagram_bots,services_bots,ru,informational,False,False,False,21-50,0,5,0.0,29.4,,,,ru,blog,False
что такое лиды простыми словами,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,5,0.0,25.4,leads_automation,services_bots,ru,informational,False,False,False,21-50,0,5,0.0,25.4,,,,ru,blog,False
ai продавец,https://gptbot.uz/ru/ai-prodavec/,0,4,0.0,20.75,chatbot_dev,services_bots,ru,commercial_investigation,False,False,False,21-50,0,10,0.0,30.8,0.0,6.0,37.5,ru,landing,False
chach gpt,https://gptbot.uz/ru/gpt-chat/,0,4,0.0,5.25,chatgpt_online,chatgpt_product,neutral,transactional,False,False,False,4-10,0,4,0.0,5.25,,,,ru,landing,False
chat gibit,https://gptbot.uz/ru/gpt-chat/,0,4,0.0,3.5,other,other,en,unknown,False,False,False,4-10,0,4,0.0,3.5,,,,ru,landing,False
chatgpt 4 uzbek tilida skachat,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,4,0.0,10.0,chatgpt_download,chatgpt_product,uz,navigational,False,False,False,4-10,0,4,0.0,10.0,,,,uz,blog,False
chatgpt kirish login,https://gptbot.uz/uz/blog/chatgpt-ozbekistonda-vpnsiz-ishlaydimi/,0,4,0.0,9.0,chatgpt_login,chatgpt_product,uz,navigational,False,False,False,4-10,0,4,0.0,9.0,,,,uz,blog,False
chatgpt o zbekcha tarjimon,https://gptbot.uz/uz/gpt-uzbek-tilida/,0,4,0.0,7.0,chatgpt_translate,chatgpt_product,uz,informational,False,False,False,4-10,0,4,0.0,7.0,,,,uz,landing,False
chatgpt o'zbek tilida,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,4,0.0,9.0,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,4-10,0,4,0.0,9.0,,,,uz,blog,False
chatgpt uzbek tilida online,https://gptbot.uz/uz/blog/chatgpt-telefon-va-kompyuterga-yuklab-olish/,0,4,0.0,13.5,chatgpt_online,chatgpt_product,uz,transactional,False,False,False,11-20,0,4,0.0,13.5,,,,uz,blog,False
lid это,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,4,0.0,10.75,other,other,ru,unknown,False,False,False,11-20,0,4,0.0,10.75,,,,ru,blog,False
o'zbekistonda biznes uchun ai bot,https://gptbot.uz/uz/gpt-bot-biznes-uchun/,0,4,0.0,51.5,chatbot_dev,services_bots,uz,commercial,False,True,False,51+,0,4,0.0,51.5,,,,uz,landing,False
payme click,https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,0,4,0.0,9.5,telegram_bots,services_bots,neutral,commercial_investigation,False,False,False,4-10,0,4,0.0,9.5,,,,ru,blog,False
seo продвижение что это такое,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,4,0.0,75.5,seo,services_web,ru,informational,False,False,False,51+,0,5,0.0,73.2,0.0,1.0,64.0,ru,blog,False
smm xizmati,https://gptbot.uz/uz/blog/smm-nima/,0,4,0.0,86.0,smm,services_marketing,neutral,commercial,False,False,True,51+,0,4,0.0,86.0,,,,uz,blog,False
spam papkasi,https://gptbot.uz/uz/blog/chatgptga-qanday-kirish-mumkin/,0,4,0.0,9.5,other,other,neutral,unknown,False,False,False,4-10,0,4,0.0,9.5,,,,uz,blog,False
автоматизация ответов в инстаграм ии,https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,0,4,0.0,78.0,instagram_bots,services_bots,ru,commercial_investigation,False,False,False,51+,0,6,0.0,80.0,0.0,2.0,84.0,ru,landing,False
автоматизация продаж в мессенджерах,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,0,4,0.0,72.0,leads_automation,services_bots,ru,commercial_investigation,False,False,False,51+,0,6,0.0,72.0,0.0,2.0,72.0,ru,landing,False
автоматизация продаж ии,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,0,4,0.0,28.75,leads_automation,services_bots,ru,commercial_investigation,False,False,False,21-50,0,5,0.0,31.4,0.0,1.0,42.0,ru,landing,False
автоматизация продажи товаров,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,0,4,0.0,25.0,leads_automation,services_bots,ru,commercial_investigation,False,False,False,21-50,0,11,0.0,48.90909090909091,0.0,2.0,27.5,ru,landing,False
біржа реклами telegram,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,4,0.0,55.0,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,51+,0,4,0.0,55.0,,,,ru,blog,False
біржі реклами в телеграм,https://gptbot.uz/ru/blog/telegram-ads-ili-posevy-v-kanalah/,0,4,0.0,44.0,telegram_ads,services_marketing,ru,commercial_investigation,False,False,False,21-50,0,4,0.0,44.0,,,,ru,blog,False
влияет медленное размещение описание сайта на продвижение,https://gptbot.uz/ru/blog/chto-takoe-seo-prodvizhenie/,0,4,0.0,69.0,seo,services_web,ru,commercial_investigation,False,False,False,51+,0,4,0.0,69.0,,,,ru,blog,False
директ бот,https://gptbot.uz/ru/instagram-direct-bot/,0,4,0.0,55.5,instagram_bots,services_bots,ru,commercial_investigation,False,False,False,51+,0,12,0.0,74.66666666666667,0.0,4.0,86.5,ru,landing,False
интернет маркетинг оплата за лиды,https://gptbot.uz/ru/blog/chto-takoe-lid-v-marketinge/,0,4,0.0,38.0,leads_automation,services_bots,ru,commercial_investigation,False,False,False,21-50,0,4,0.0,38.0,,,,ru,blog,False
как пообщаться с искусственным интеллектом,https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,0,4,0.0,14.5,ai_general,ai_informational,ru,informational,False,False,False,11-20,0,4,0.0,14.5,,,,ru,blog,False
как работает ии менеджер,https://gptbot.uz/ru/blog/chto-takoe-ai-menedzher-i-kak-on-rabotaet/,0,4,0.0,46.75,ai_general,ai_informational,ru,informational,False,False,False,21-50,0,5,0.0,47.8,0.0,1.0,52.0,ru,blog,False
